代碼,性質名稱,英文名稱,使用性質類別,類別名稱,檔級,應用特約條款,附加條款,理賠分類,再保等級,"特一
再保小類(1)","二等
再保小類(2)","頭等
再保小類(3)","特二
再保小類(4)","三等
再保小類(5)","三等
再保小類(6)",危險等級(爆炸險等級),生效起期,排序,報價常用註記,使用性質業務類別,使用性質業務類別_簽核,業務類別,使用性質第二層類別,使用性質第二層類別名稱,營業否,耐用年度類別,新使用性質代碼,新使用性質名稱,查勘分類,費率分類,常用語,常用出單代號註記,商火外部通路使用註記,SC外部通路使用註記,SC新件註記,SC續保註記
Q0204C9,人造纖維/棉廠(印花整染，含起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,59,"A1,E1,E13","SA1,SA11",,11,4A,4A,4B,4C,4C,4C,A,04/01/2014,10431,Y,D,,Z,Q2,人造纖維(人造棉)廠,N,,,,,,,N,,,,
Q0204C9,人造纖維/棉廠(印花整染，含起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,60,"A1,E1,E13","SA1,SA11",Q,11,4A,4A,4B,4C,4C,4C,A,06/01/2015,11113,Y,D,,Z,Q2,人造纖維(人造棉)廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),TEXTILE FACTORY,Q,紡織工廠,42,"A1,E1,E8(1)",SA1,Q,42,4A,4A,4B,4C,4C,4C,B,01/01/1998,1156,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),,Q,,42,"A1,E1,E8(1)",SA1,Q,41,4A,4A,4B,4C,4C,4C,B,01/01/1999,5602,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),,Q,,42,"A1,E1,E8(1)",SA1,Q,41,4A,4A,4B,4C,4C,4C,B,01/01/2000,4717,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),,Q,,42,"A1,E1,E8(1)",SA1,Q,41,16AA,16AA,16AB,16AC,16AD,16AD,B,01/01/2001,2069,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),,Q,,42,"A1,E1,E8(1)",SA1,Q,41,4A,4A,4B,4C,4C,4C,B,01/01/2002,2942,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),,Q,,42,"A1,E1,E8(1)",SA1,Q,41,4A,4A,4B,4C,4C,4C,B,01/01/2003,3830,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),,Q,,42,"A1,E1,E8(1)",SA1,Q,41,4A,4A,4B,4C,4C,4C,B,01/01/2004,6478,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),TEXTILE FACTORY,Q,紡織工廠,46,"A1,E1,E8(1)",SA1,Q,40,4A,4A,4B,4C,4C,4C,B,01/01/2008,6794,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),TEXTILE FACTORY,Q,紡織工廠,54,"A1,E1,E8(1)",SA1,Q,40,4A,4A,4B,4C,4C,4C,B,03/01/2009,7759,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),TEXTILE FACTORY,Q,紡織工廠,61,"A1,E1,E8(1)",SA1,Q,40,4A,4A,4B,4C,4C,4C,B,11/06/2009,8380,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),TEXTILE FACTORY,Q,紡織工廠,46,"A1,E1,E8(1)",SA1,Q,40,4A,4A,4B,4C,4C,4C,B,11/01/2010,9051,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),TEXTILE FACTORY,Q,紡織工廠,50,"A1,E1,E8(1)",SA1,Q,40,4A,4A,4B,4C,4C,4C,B,11/01/2012,9733,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),TEXTILE FACTORY,Q,紡織工廠,48,"A1,E1,E8(1)",SA1,Q,40,4A,4A,4B,4C,4C,4C,A,04/01/2014,10432,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301A6,毛紡織廠(梳毛前之工作),TEXTILE FACTORY,Q,紡織工廠,49,"A1,E1,E8(1)",SA1,Q,40,4A,4A,4B,4C,4C,4C,A,06/01/2015,11114,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),TEXTILE FACTORY,Q,紡織工廠,16,"A1,E1,E8(2),E8(3)",SA1,Q,,4A,4A,4B,4C,4C,4C,B,01/01/1998,1157,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),,Q,,16,"A1,E1,E8(2),E8(3)",SA1,Q,16,4A,4A,4B,4C,4C,4C,B,01/01/1999,5603,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),,Q,,16,"A1,E1,E8(2),E8(3)",SA1,Q,16,4A,4A,4B,4C,4C,4C,B,01/01/2000,4718,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),,Q,,16,"A1,E1,E8(2),E8(3)",SA1,Q,16,16BA,16BA,16BB,16BC,16BD,16BD,B,01/01/2001,2070,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),,Q,,16,"A1,E1,E8(2),E8(3)",SA1,Q,16,4A,4A,4B,4C,4C,4C,B,01/01/2002,2943,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),,Q,,16,"A1,E1,E8(2),E8(3)",SA1,Q,16,4A,4A,4B,4C,4C,4C,B,01/01/2003,3831,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),,Q,,16,"A1,E1,E8(2),E8(3)",SA1,Q,16,4A,4A,4B,4C,4C,4C,B,01/01/2004,6479,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),TEXTILE FACTORY,Q,紡織工廠,24,"A1,E1,E8(2),E8(3)",SA1,Q,19,4A,4A,4B,4C,4C,4C,B,01/01/2008,6795,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),TEXTILE FACTORY,Q,紡織工廠,29,"A1,E1,E8(2),E8(3)",SA1,Q,19,4A,4A,4B,4C,4C,4C,B,03/01/2009,7760,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),TEXTILE FACTORY,Q,紡織工廠,29,"A1,E1,E8(2),E8(3)",SA1,Q,19,4A,4A,4B,4C,4C,4C,B,11/06/2009,8381,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),TEXTILE FACTORY,Q,紡織工廠,43,"A1,E1,E8(2),E8(3)",SA1,Q,19,4A,4A,4B,4C,4C,4C,B,11/01/2010,9052,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),TEXTILE FACTORY,Q,紡織工廠,48,"A1,E1,E8(2),E8(3)",SA1,Q,19,4A,4A,4B,4C,4C,4C,B,11/01/2012,9734,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),TEXTILE FACTORY,Q,紡織工廠,47,"A1,E1,E8(2),E8(3)",SA1,Q,19,4A,4A,4B,4C,4C,4C,A,04/01/2014,10433,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301B4,毛紡織廠(梳毛、精紡、毛織),TEXTILE FACTORY,Q,紡織工廠,48,"A1,E1,E8(2),E8(3)",SA1,Q,19,4A,4A,4B,4C,4C,4C,A,06/01/2015,11115,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301C2,紡織工廠,TEXTILE FACTORY,Q,紡織工廠,10,A1 E1 E8(3),SA1,Q,,4A,4A,4B,4C,4C,4C,,01/01/1998,1158,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301C2,紡織工廠,,Q,,10,A-1. E-1.8(3).,SA-1.,Q,10,4A,4A,4B,4C,4C,4C,,01/01/1999,5604,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301C2,紡織工廠,,Q,,10,A-1. E-1.8(3).,SA-1.,Q,10,4A,4A,4B,4C,4C,4C,,01/01/2000,4719,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301C2,紡織工廠,,Q,,10,A-1. E-1.8(3).,SA-1.,Q,10,16BA,16BA,16BB,16BC,16BD,16BD,,01/01/2001,2071,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301C2,紡織工廠,,Q,,10,A-1. E-1.8(3).,SA-1.,Q,10,4A,4A,4B,4C,4C,4C,,01/01/2002,2944,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301C2,紡織工廠,,Q,,10,A-1. E-1.8(3).,SA-1.,Q,10,4A,4A,4B,4C,4C,4C,,01/01/2003,3832,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301C2,紡織工廠,,Q,,10,A-1. E-1.8(3).,SA-1.,Q,10,4A,4A,4B,4C,4C,4C,,01/01/2004,6480,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301C2,紡織工廠,TEXTILE FACTORY,Q,紡織工廠,10,A1 E1 E8(3),SA1,Q,,4A,4A,4B,4C,4C,4C,,04/01/2004,13797,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301D1,紡織工廠,TEXTILE FACTORY,Q,紡織工廠,27,A1 E1,SA1,Q,,4A,4A,4B,4C,4C,4C,,01/01/1998,1159,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301D1,紡織工廠,,Q,,27,A-1. E-1.,SA-1.,Q,27,4A,4A,4B,4C,4C,4C,,01/01/1999,5605,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301D1,紡織工廠,,Q,,27,A-1. E-1.,SA-1.,Q,27,4A,4A,4B,4C,4C,4C,,01/01/2000,4720,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301D1,紡織工廠,,Q,,27,A-1. E-1.,SA-1.,Q,27,16AA,16AA,16AB,16AC,16AD,16AD,,01/01/2001,2072,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301D1,紡織工廠,,Q,,27,A-1. E-1.,SA-1.,Q,27,4A,4A,4B,4C,4C,4C,,01/01/2002,2945,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301D1,紡織工廠,,Q,,27,A-1. E-1.,SA-1.,Q,27,4A,4A,4B,4C,4C,4C,,01/01/2003,3833,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301D1,紡織工廠,,Q,,27,A-1. E-1.,SA-1.,Q,27,4A,4A,4B,4C,4C,4C,,01/01/2004,6481,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301D1,紡織工廠,TEXTILE FACTORY,Q,紡織工廠,27,A1 E1,SA1,Q,,4A,4A,4B,4C,4C,4C,,04/01/2004,13798,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,29,"A1,E1",SA1,Q,29,4A,4A,4B,4C,4C,4C,B,01/01/1998,1160,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),,Q,,29,"A1,E1",SA1,Q,28,4A,4A,4B,4C,4C,4C,B,01/01/1999,5606,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),,Q,,29,"A1,E1",SA1,Q,28,4A,4A,4B,4C,4C,4C,B,01/01/2000,4721,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),,Q,,29,"A1,E1",SA1,Q,28,16AA,16AA,16AB,16AC,16AD,16AD,B,01/01/2001,2073,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),,Q,,29,"A1,E1",SA1,Q,28,4A,4A,4B,4C,4C,4C,B,01/01/2002,2946,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),,Q,,29,"A1,E1",SA1,Q,28,4A,4A,4B,4C,4C,4C,B,01/01/2003,3834,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),,Q,,29,"A1,E1",SA1,Q,28,4A,4A,4B,4C,4C,4C,B,01/01/2004,6482,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,41,"A1,E1",SA1,Q,35,4A,4A,4B,4C,4C,4C,B,01/01/2008,6796,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,48,"A1,E1",SA1,Q,35,4A,4A,4B,4C,4C,4C,B,03/01/2009,7761,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,55,"A1,E1",SA1,Q,35,4A,4A,4B,4C,4C,4C,B,11/06/2009,8382,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,43,"A1,E1",SA1,Q,35,4A,4A,4B,4C,4C,4C,B,11/01/2010,9053,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,48,"A1,E1",SA1,Q,35,4A,4A,4B,4C,4C,4C,B,11/01/2012,9735,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,47,"A1,E1",SA1,Q,35,4A,4A,4B,4C,4C,4C,A,04/01/2014,10434,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301E9,毛紡織廠(染整工作，無起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,48,"A1,E1",SA1,Q,35,4A,4A,4B,4C,4C,4C,A,06/01/2015,11116,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,48,"A1,E1","SA1, SA11",Q,48,4A,4A,4B,4C,4C,4C,B,01/01/1998,1161,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),,Q,,48,"A1,E1","SA1, SA11",Q,47,4A,4A,4B,4C,4C,4C,B,01/01/1999,5607,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),,Q,,48,"A1,E1","SA1, SA11",Q,47,4A,4A,4B,4C,4C,4C,B,01/01/2000,4722,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),,Q,,48,"A1,E1","SA1, SA11",Q,47,16AA,16AA,16AB,16AC,16AD,16AD,B,01/01/2001,2074,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),,Q,,48,"A1,E1","SA1, SA11",Q,47,4A,4A,4B,4C,4C,4C,B,01/01/2002,2947,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),,Q,,48,"A1,E1","SA1, SA11",Q,47,4A,4A,4B,4C,4C,4C,B,01/01/2003,3835,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),,Q,,48,"A1,E1","SA1, SA11",Q,47,4A,4A,4B,4C,4C,4C,B,01/01/2004,6483,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,55,"A1,E1","SA1, SA11",Q,49,4A,4A,4B,4C,4C,4C,B,01/01/2008,6797,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,63,"A1,E1","SA1, SA11",Q,49,4A,4A,4B,4C,4C,4C,B,03/01/2009,7762,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,66,"A1,E1","SA1, SA11",Q,49,4A,4A,4B,4C,4C,4C,B,11/06/2009,8383,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,49,"A1,E1","SA1, SA11",Q,49,4A,4A,4B,4C,4C,4C,B,11/01/2010,9054,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,53,"A1,E1","SA1, SA11",Q,49,4A,4A,4B,4C,4C,4C,B,11/01/2012,9736,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,52,"A1,E1","SA1, SA11",Q,49,4A,4A,4B,4C,4C,4C,A,04/01/2014,10435,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0301F7,毛紡織廠(染整工作，有起毛、拉毛),TEXTILE FACTORY,Q,紡織工廠,54,"A1,E1","SA1, SA11",Q,49,4A,4A,4B,4C,4C,4C,A,06/01/2015,11117,Y,D,,Z,Q3,毛紡織廠,N,,,,,,,N,,,,
Q0302A3,紡織工廠,TEXTILE FACTORY,Q,紡織工廠,43,A1 E1,SA1,Q,,4A,4A,4B,4C,4C,4C,,01/01/1998,1162,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0302A3,紡織工廠,,Q,,43,A-1. E-1.,SA-1.,Q,43,4A,4A,4B,4C,4C,4C,,01/01/1999,5608,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0302A3,紡織工廠,,Q,,43,A-1. E-1.,SA-1.,Q,43,4A,4A,4B,4C,4C,4C,,01/01/2000,4723,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0302A3,紡織工廠,,Q,,43,A-1. E-1.,SA-1.,Q,43,16AA,16AA,16AB,16AC,16AD,16AD,,01/01/2001,2075,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0302A3,紡織工廠,,Q,,43,A-1. E-1.,SA-1.,Q,43,4A,4A,4B,4C,4C,4C,,01/01/2002,2948,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0302A3,紡織工廠,,Q,,43,A-1. E-1.,SA-1.,Q,43,4A,4A,4B,4C,4C,4C,,01/01/2003,3836,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0302A3,紡織工廠,,Q,,43,A-1. E-1.,SA-1.,Q,43,4A,4A,4B,4C,4C,4C,,01/01/2004,6484,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0303A1,駝絨廠,,Q,,52,A-1. E-1.,SA-1.,,52,4A,4A,4B,4C,4C,4C,,01/01/1999,5609,Y,A,,Z,Q,,N,,,,,,,N,,,,
Q0303A1,駝絨廠,,Q,,52,A-1. E-1.,SA-1.,,52,4A,4A,4B,4C,4C,4C,,01/01/2000,4724,Y,A,,Z,Q,,N,,,,,,,N,,,,
Q0303A1,駝絨廠,,Q,,52,A-1. E-1.,SA-1.,,52,16AB,16AB,16AC,16AC,16AD,16AD,,01/01/2001,2076,Y,A,,Z,Q,,N,,,,,,,N,,,,
Q0303A1,駝絨廠,,Q,,52,A-1. E-1.,SA-1.,,52,4A,4A,4B,4C,4C,4C,,01/01/2002,2908,Y,A,,Z,Q,,N,,,,,,,N,,,,
Q0303A1,駝絨廠,,Q,,52,A-1. E-1.,SA-1.,,52,4A,4A,4B,4C,4C,4C,,01/01/2003,3837,Y,A,,Z,Q,,N,,,,,,,N,,,,
Q0303A1,駝絨廠,,Q,,52,A-1. E-1.,SA-1.,,52,4A,4A,4B,4C,4C,4C,,01/01/2004,6485,Y,A,,Z,Q,,N,,,,,,,N,,,,
Q0304A8,紡織工廠,TEXTILE FACTORY,Q,紡織工廠,16,A1 E1,SA1,Q,,4A,4A,4B,4C,4C,4C,,01/01/1998,1163,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0304A8,紡織工廠,,Q,,16,A-1. E-1.,SA-1.,Q,16,4A,4A,4B,4C,4C,4C,,01/01/1999,5610,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0304A8,紡織工廠,,Q,,16,A-1. E-1.,SA-1.,Q,16,4A,4A,4B,4C,4C,4C,,01/01/2000,4725,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0304A8,紡織工廠,,Q,,16,A-1. E-1.,SA-1.,Q,16,16CA,16CA,16CB,16CC,16CD,16CD,,01/01/2001,2077,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0304A8,紡織工廠,,Q,,16,A-1. E-1.,SA-1.,Q,16,4A,4A,4B,4C,4C,4C,,01/01/2002,2920,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0304A8,紡織工廠,,Q,,16,A-1. E-1.,SA-1.,Q,16,4A,4A,4B,4C,4C,4C,,01/01/2003,3838,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0304A8,紡織工廠,,Q,,16,A-1. E-1.,SA-1.,Q,16,4A,4A,4B,4C,4C,4C,,01/01/2004,6486,Y,A,,Z,Q,紡織工廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),TEXTILE FACTORY,Q,紡織工廠,63,"A1,E1,E9(1)",SA1,Q,63,4A,4A,4B,4C,4C,4C,B,01/01/1998,1164,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),,Q,,63,"A1,E1,E9(1)",SA1,Q,66,4A,4A,4B,4C,4C,4C,B,01/01/1999,5611,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),,Q,,63,"A1,E1,E9(1)",SA1,Q,66,4A,4A,4B,4C,4C,4C,B,01/01/2000,4726,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),,Q,,63,"A1,E1,E9(1)",SA1,Q,66,17AA,17AA,17AB,17AC,17AD,17AD,B,01/01/2001,2078,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),,Q,,63,"A1,E1,E9(1)",SA1,Q,66,4A,4A,4B,4C,4C,4C,B,01/01/2002,2949,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),,Q,,63,"A1,E1,E9(1)",SA1,Q,66,4A,4A,4B,4C,4C,4C,B,01/01/2003,3839,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),,Q,,63,"A1,E1,E9(1)",SA1,Q,66,4A,4A,4B,4C,4C,4C,B,01/01/2004,6487,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),TEXTILE FACTORY,Q,紡織工廠,67,"A1,E1,E9(1)",SA1,Q,65,4A,4A,4B,4C,4C,4C,B,01/01/2008,6798,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),TEXTILE FACTORY,Q,紡織工廠,76,"A1,E1,E9(1)",SA1,Q,65,4A,4A,4B,4C,4C,4C,B,03/01/2009,7763,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),TEXTILE FACTORY,Q,紡織工廠,76,"A1,E1,E9(1)",SA1,Q,65,4A,4A,4B,4C,4C,4C,B,11/06/2009,8384,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),TEXTILE FACTORY,Q,紡織工廠,62,"A1,E1,E9(1)",SA1,Q,65,4A,4A,4B,4C,4C,4C,B,11/01/2010,9055,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),TEXTILE FACTORY,Q,紡織工廠,63,"A1,E1,E9(1)",SA1,Q,65,4A,4A,4B,4C,4C,4C,B,11/01/2012,9737,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),TEXTILE FACTORY,Q,紡織工廠,63,"A1,E1,E9(1)",SA1,Q,65,4A,4A,4B,4C,4C,4C,A,04/01/2014,10436,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401A1,?紡織廠(粗紡及粗紡以前工作),TEXTILE FACTORY,Q,紡織工廠,65,"A1,E1,E9(1)",SA1,Q,65,4A,4A,4B,4C,4C,4C,A,06/01/2015,11118,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401B0,?紡織廠(精紡、織造、整染工作),TEXTILE FACTORY,Q,紡織工廠,25,"A1,E1,E9(2)",SA1,Q,,4A,4A,4B,4C,4C,4C,B,01/01/1998,1132,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401B0,?紡織廠(精紡、織造、整染工作),,Q,,25,"A1,E1,E9(2)",SA1,Q,25,4A,4A,4B,4C,4C,4C,B,01/01/1999,5612,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
Q0401B0,?紡織廠(精紡、織造、整染工作),,Q,,25,"A1,E1,E9(2)",SA1,Q,25,4A,4A,4B,4C,4C,4C,B,01/01/2000,4727,Y,D,,Z,Q4,其他紡織廠,N,,,,,,,N,,,,
